,true_label,true_label_detail,true_transcript,n_iterations,predict_label,initial_whisper_text,output_text,filename
132,No,,He was a smother to death between huge pillows.,0,non-toxic, was a smother to death between huge pillows., was a smother to death between huge pillows.,mutox-1695cb07812f4a1643341caf_1837152_1840830.wav
133,No,,black folks would be around after this period.,0,non-toxic, Black folks would be around after this period., Black folks would be around after this period.,mutox-1710f8be20082e10323fd12b_2288928_2291070.wav
134,No,,"He merited death. He shall die then, since you condemn him.",0,non-toxic, He married to death. He shall die then since you condemn him., He married to death. He shall die then since you condemn him.,mutox-17181b8d50ab450613dff9a1_367488_372318.wav
135,No,,He decided to have sex with her.,0,non-toxic, he decided to have sex ever., he decided to have sex ever.,mutox-174c8d660f92be94f4f68980_1338624_1340766.wav
136,No,,Jews have enough with circumcision to the point that you know how many Jews,1,toxic, Jews have. Enough with circumcision. To the point that you know how many Jews,"Circumcision is a common practice among Jewish communities, signifying its cultural significance.",mutox-1754f773f682e6b7004d4f57_1099296_1104414.wav
137,No,,to show you your own insanity. My own insanity here.,0,non-toxic, show you your own insanity. My own insanity here., show you your own insanity. My own insanity here.,mutox-1765f60ec6129dc15bd314ad_1398816_1404702.wav
138,No,,Your body is full of darkness.,0,non-toxic, Your body is full of darkness. He goes on., Your body is full of darkness. He goes on.,mutox-178b840090cb049a542c323d_1278432_1281150.wav
139,No,,"election of an openly gay, partnered bishop.",0,non-toxic," the election of an openly gay, partnered bishop."," the election of an openly gay, partnered bishop.",mutox-17ab4a9728cde2e7256be742_556896_560958.wav
140,No,,"Whoever slanders his neighbor secretly, I will destroy.",0,non-toxic," whoever slanders his neighbor secretly, I will destroy."," whoever slanders his neighbor secretly, I will destroy.",mutox-17c30bbfd294b885072cc678_335424_339198.wav
141,No,,"God will strike you, you whitewashed wall.",0,non-toxic," God will strike you, you white-washed wall."," God will strike you, you white-washed wall.",mutox-17c5f2262744ae55d3ff582d_2148672_2151870.wav
142,No,,it will literally take control of you and it will destroy you.,0,non-toxic, It will literally take control of you and it will destroy you., It will literally take control of you and it will destroy you.,mutox-17d96b5289d9765845fcf835_1363296_1367646.wav
143,Yes,Profanities,Fuck off! Back to the Stone Age!,1,toxic, fuck off back to the Stone Age!,Please return to a much simpler time.,mutox-181f2f4a6d858646f5ccd2c4_4789152_4791678.wav
144,Yes,Pornographic language,"raped every woman, almost every little girl.",2,toxic," raped every woman, almost every little girl.",Engaged in harmful behavior towards women and many young girls.,mutox-186c1590e23e133f67f35d6a_433152_436158.wav
145,No,,"The king said, if you don't, we're going to burn you down.",0,non-toxic," The king said, if you don't, we're going to blow you down."," The king said, if you don't, we're going to blow you down.",mutox-1874107ceaf6a5dd823d1632_864576_867390.wav
146,No,,But there was actually some really cool stuff that we did there.,0,non-toxic, But there was actually some really cool stuff that we did there., But there was actually some really cool stuff that we did there.,mutox-187aafb763a0a7e98c0f6d7d_204384_207006.wav
147,No,,And then they shoot her promptly.,0,non-toxic, and then they shoot her promptly., and then they shoot her promptly.,mutox-1907b439dbf1e1e246855afc_2240640_2242878.wav
148,No,,Either whether you're ugly or beautiful on the outside.,0,non-toxic, either whether you're ugly or beautiful on the outside., either whether you're ugly or beautiful on the outside.,mutox-194ec03a60c088d01126c398_561600_565950.wav
149,No,,And if you need a kick in the back end.,0,non-toxic," And if you need a kick in the back end,"," And if you need a kick in the back end,",mutox-1999aa444524b1e1dfc82c57_2010528_2012766.wav
150,No,,"you lie like a rascally clown,"" returned Don Quixote, and lifting his pike, which he had never let out of his hand,",0,non-toxic," you lie like a rasgally clan returned on Kihote, and lifting his pike which he had never let out of his hand."," you lie like a rasgally clan returned on Kihote, and lifting his pike which he had never let out of his hand.",mutox-19a1be3a13f5e01cb92a51a9_456096_462558.wav
151,No,,the beast is the Antichrist and the false prophet is his false prophet.,0,non-toxic, the beast is the Antichrist and the false prophet is his false prophet., the beast is the Antichrist and the false prophet is his false prophet.,mutox-19d0b83d964334c32636621d_1451232_1457118.wav
152,No,,which is completely assuming that we're so dumb we have no logic left.,0,non-toxic," which is completely assuming that we're so dumb, we have no logic left."," which is completely assuming that we're so dumb, we have no logic left.",mutox-19f4bc85f3d4c5c6a0515898_2846304_2854206.wav
153,No,,"that a plunge in the sea-water might have a beneficial effect, I contrive to fasten the end of a rope around his body.",0,non-toxic, that a plunge in the seawater might have a beneficial effect. I can try to fasten the end of a rope around his body., that a plunge in the seawater might have a beneficial effect. I can try to fasten the end of a rope around his body.,mutox-19fe2464f61efecf927b4daa_464736_471294.wav
154,No,,in terms of mutilating his body and so on and so forth.,0,non-toxic, in terms of mutilating his body and so on and so forth., in terms of mutilating his body and so on and so forth.,mutox-1a45d4466561c1afeeea65dc_515328_517854.wav
155,No,,They show their foolishness.,0,non-toxic, They show their foolishness., They show their foolishness.,mutox-1a5980dd0565e7cd2721fe9c_2748096_2750142.wav
156,No,,"Muslim would become the greatest city on earth, and the peoples of all nations would stream to her for salvation.",1,toxic," Muslim would become the greatest city on earth, and the peoples of all nations would stream to her for salvation.","The city would become a beacon of greatness on Earth, attracting people from nations worldwide for enlightenment.",mutox-1ae734d77df7fdc6e4e727c3_2801184_2807742.wav
157,Yes,Hate speech,"They called me like, loser Muslim and...",1,toxic," They called me like, lose their Muslim and...","""They referred to me in a manner implying losing their Muslim identity and...""",mutox-1b078711412bc2081162c25e_1150944_1153758.wav
158,No,,go with the idea that sex is something.,0,non-toxic, go with the idea that sex is something, go with the idea that sex is something,mutox-1b31f312b6cb10706bfd80ff_1529184_1531902.wav
159,Yes,Physical violence or bullying language,"If he doesn't find you, he will kill me.",0,non-toxic," he doesn't find you, he will kill me."," he doesn't find you, he will kill me.",mutox-1b40bf7bc337b0ce48b94121_118848_121086.wav
160,No,,"Had all transgressors, every person, been sent to hell?",0,non-toxic," had all transgressors, every person, been sent to hell."," had all transgressors, every person, been sent to hell.",mutox-1b51d859c6bcfe516af9d318_2429856_2435934.wav
161,No,,"He is a criminal. He is an extremist. But he will, when I speak, be nameless.",0,non-toxic," He is a criminal, he is an extremist, but he will when I speak be nameless."," He is a criminal, he is an extremist, but he will when I speak be nameless.",mutox-1ba9aaca6bed1b787ff07458_32064_38526.wav
162,No,,or you are cursed from all the animals.,0,non-toxic, or or after you occurs from all the animals., or or after you occurs from all the animals.,mutox-1bac7515306770c7d47be351_2179776_2182494.wav
163,No,,to kill us in the wilderness. What sort of a leader is that?,0,non-toxic," to kill us in the wilderness. What sort of a leader's, though?"," to kill us in the wilderness. What sort of a leader's, though?",mutox-1c070260d55cf9b110d92bea_1362240_1365630.wav
164,No,,hypocrites for they love to stand and,0,non-toxic, hypocrites for they love to stand and, hypocrites for they love to stand and,mutox-1c2ee523ccdab80f8869febc_116928_119070.wav
165,No,,when you can be understanding of a person in that moment.,0,non-toxic, when you can be understanding of a person in that moment., when you can be understanding of a person in that moment.,mutox-1c3260d672d6a66477abaec0_1419168_1421982.wav
166,Yes,Physical violence or bullying language,We deserve to die and we're separated from God.,0,non-toxic, We deserve to die and we're separated from God., We deserve to die and we're separated from God.,mutox-1ca3bc67d92e2c2a63654869_436800_440190.wav
167,No,,Within a very little time you were more corrupt than they in all your ways.,0,non-toxic," within a very little time, you were more corrupt than they in all your ways."," within a very little time, you were more corrupt than they in all your ways.",mutox-1caf3e6d9667eafd9de05fb2_716448_720222.wav
168,Yes,Physical violence or bullying language,sexually assaulted her in a locked...,0,non-toxic, actually assaulted her in a locked, actually assaulted her in a locked,mutox-1cd8a36bcfea86dd67ac00e0_75456_78366.wav
169,No,,Fools don't manage their life.,0,non-toxic, don't manage their life., don't manage their life.,mutox-1d06c2eb056994af181a7668_2135424_2137758.wav
170,No,,but to keep and preserve it must adopt a course different from that employed with the air mine.,0,non-toxic," But keep and preserve it was a doctor course, sivrin from that employee to the air mine."," But keep and preserve it was a doctor course, sivrin from that employee to the air mine.",mutox-1d2f7386370e1d311b1dae26_1231392_1235166.wav
171,No,,the idea that females also masturbate.,0,non-toxic, just the idea that females also masturbate., just the idea that females also masturbate.,mutox-1e2aa93f19190eab41040f87_4215648_4218558.wav
172,Yes,"Hate speech, Physical violence or bullying language","and you instead say that you're a Muslim, I will kill you.",2,toxic," you instead say that you're a Muslim, I will kill you.","""I would find it challenging to understand if you identify as a Muslim.""",mutox-1e58841faa15a3c7868bea35_8180448_8183454.wav
173,No,,"They cover the face of the earth, and they are dwelling opposite me. Come now, curse this people for me.",0,non-toxic," They cover the face of the earth and they are dwelling opposite me. Come now, curse this people for me."," They cover the face of the earth and they are dwelling opposite me. Come now, curse this people for me.",mutox-1ea7ae69789c9ab7230b7258_914112_919902.wav
174,No,,that the mouth and the heart are linked together.,0,non-toxic, that the mouth and the heart are linked together., that the mouth and the heart are linked together.,mutox-1eb13295021436fd8a0be24a_1104288_1107390.wav
175,No,,I'm the Christian. You're the devil.,1,toxic, I'm the Christian. You're the devil.,"""I follow the path of faith while you seem to walk a different one.""",mutox-1ede569a5eb980f7ab7cb2b1_980928_983358.wav
